prediction;test_price
2153.62;2045.17
2156.11;2066.66
2129.36;2041.91
2115.32;2047.6
2091.7;2041.99
2090.92;2061.72
2120.83;2082.42
2128.79;2082.78
2132.07;2080.73
2130.49;2094.34
2141.62;2100.8
2139.51;2102.4
2161.75;2091.48
2158.26;2091.58
2141.07;2087.79
2142.89;2091.7
2146.71;2095.15
2157.47;2075.81
2168.75;2065.3
2164.26;2081.43
2145.76;2063.37
2143.72;2051.12
2142.07;2050.63
2119.09;2057.14
2136.16;2058.69
2130.14;2084.39
2118.22;2064.46
2131.02;2064.11
2148.9;2046.61
2148.52;2066.66
2134.82;2047.21
2151.42;2047.63
2142.25;2040.04
2141.95;2052.32
2117.14;2048.04
2122.83;2076.06
2128.53;2090.54
2126.06;2090.1
2122.41;2099.06
2149.61;2096.95
2161.49;2099.33
2163.64;2105.26
2157.57;2099.13
2148.62;2109.41
2131.97;2112.13
2152.19;2119.12
2164.58;2115.48
2170.17;2096.07
2181.88;2079.06
2158.04;2075.32
2168.7;2071.5
2157.6;2077.99
2159.88;2071.22
2163.24;2083.25
2157.04;2088.9
2142.82;2085.45
2149.98;2113.32
2144.5;2037.41
2142.7;2000.54
2141.98;2036.09
2122.74;2070.77
2137.74;2098.86
2118.38;2102.95
2132.52;2088.55
2123.66;2099.73
2138.37;2097.9
2145.83;2129.9
2141.71;2137.16
2158.52;2152.14
2166.93;2152.43
2194.6;2163.75
2221.06;2161.74
2225.53;2166.89
2204.21;2163.78
2216.02;2173.02
2242.12;2165.17
2247.7;2175.03
2244.12;2168.48
2225.06;2169.18
2233.28;2166.58
2228.76;2170.06
2240.46;2173.6
2253.58;2170.84
2252.2;2157.03
2264.69;2163.79
2270.04;2164.25
2279.96;2182.87
2274.36;2180.89
2276.89;2181.74
2283.19;2175.49
2264.66;2185.79
2256.06;2184.05
2267.89;2190.15
2267.16;2178.15
2255.97;2182.22
2280.07;2187.02
2281.69;2183.87
2277.77;2182.64
2260.73;2186.9
2254.46;2175.44
2256.61;2172.47
2253.49;2169.04
2250.02;2180.38
2243.07;2176.12
2246.43;2170.95
2252.03;2170.86
2252.21;2179.98
2262.28;2186.48
2263.4;2186.16
2253.71;2181.3
2265.81;2127.81
2267.66;2159.04
2250.58;2127.02
2241.2;2125.77
2225.45;2147.26
2216.77;2139.16
2218.23;2139.12
2223.81;2139.76
2214.1;2163.12
2195.82;2177.18
2176.46;2164.69
2191.8;2146.1
2222.14;2159.93
2220.08;2171.37
2210.98;2151.13
2235.8;2168.27
2230.85;2161.2
2228.87;2150.49
2243.64;2159.73
2236.4;2160.77
2242.58;2153.74
2233.07;2163.66
2236.59;2136.73
2229.18;2139.18
2224.9;2132.55
2220.32;2132.98
2223.86;2126.5
2216.41;2139.6
2208.68;2144.29
2205.45;2141.34
2204.51;2141.16
2196.32;2151.33
2214.27;2143.16
2219.95;2139.43
2207.96;2133.04
2202.36;2126.41
2208.96;2126.15
2222.95;2111.72
2217.65;2097.94
2189.33;2088.66
2186.07;2085.18
2177.37;2131.52
2164.23;2139.56
2159.18;2163.26
2169.61;2167.48
2180.94;2164.45
2184.18;2164.2
2204.69;2180.39
2205.87;2176.94
2231.15;2187.12
2211.36;2181.9
2209.92;2198.18
2227.49;2202.94
2226.97;2204.72
2251.12;2213.35
2270.01;2201.72
2271.24;2204.66
2275.81;2198.81
2272.99;2191.08
2278.28;2191.95
2279.25;2204.71
2271.94;2212.23
2279.41;2241.35
2293.7;2246.19
2289.45;2259.53
2310.43;2256.96
2312.12;2271.72
2327.15;2253.28
2328.32;2262.03
2348.85;2258.07
2363.76;2262.53
2357.21;2270.76
2359.59;2265.18
2379.34;2260.96
2365.08;2263.79
2376.1;2268.88
2382.16;2249.92
2374.66;2249.26
2394.18;2238.83
2384.03;2257.83
2378.98;2270.75
2373.2;2269.0
2356.54;2276.98
2363.19;2268.9
2367.14;2268.9
2370.0;2275.32
2374.03;2270.44
2387.33;2274.64
2369.92;2267.89
2375.16;2271.89
2375.79;2263.69
2382.59;2271.31
2370.44;2265.2
2363.78;2280.07
2361.3;2298.37
2367.93;2296.68
2378.08;2294.69
2371.18;2280.9
2364.88;2278.87
2362.56;2279.55
2357.33;2280.85
2377.09;2297.42
2384.9;2292.56
2372.33;2293.08
2379.76;2294.67
2369.45;2307.87
2377.19;2316.1
2385.67;2328.25
2391.78;2337.58
2402.12;2349.25
2410.6;2347.22
2421.75;2351.16
2440.52;2365.38
2445.9;2362.82
2437.97;2363.81
2453.0;2367.34
2457.81;2369.75
2472.07;2363.64
2474.51;2395.96
2473.12;2381.92
2468.26;2383.12
2474.09;2375.31
2489.18;2368.39
2494.39;2362.98
2496.74;2364.87
2494.65;2372.6
2496.64;2373.47
2494.76;2365.45
2492.4;2385.26
2485.06;2381.38
2478.13;2378.25
2480.73;2373.47
2480.92;2344.02
2488.11;2348.45
2485.65;2345.96
2474.3;2343.98
2467.91;2341.59
2461.35;2358.57
2457.55;2361.13
2449.84;2368.06
2444.22;2362.72
2449.48;2358.84
2453.8;2360.16
2440.53;2352.95
2434.21;2357.49
2440.49;2355.54
2439.56;2357.16
2452.67;2353.78
2447.15;2344.93
2452.79;2328.95
2436.81;2349.01
2432.15;2342.19
2425.59;2338.17
2425.07;2355.84
2434.65;2348.69
2423.28;2374.15
2439.41;2388.61
2440.57;2387.45
2451.97;2388.77
2459.65;2384.2
2457.65;2388.33
2466.31;2391.17
2478.78;2388.13
2492.86;2389.52
2493.07;2399.29
2482.34;2399.38
2483.95;2396.92
2492.84;2399.63
2483.17;2394.44
2486.69;2390.9
2491.77;2402.32
2500.55;2400.67
2501.1;2357.03
2509.5;2365.72
2494.62;2381.73
2486.5;2394.02
2496.62;2398.42
2498.61;2404.39
2498.63;2415.07
2502.96;2415.82
2493.68;2412.91
2508.47;2411.8
2517.27;2430.06
2502.74;2439.07
2524.78;2436.1
2518.55;2429.33
2530.51;2433.14
2531.2;2433.79
2530.84;2431.77
2533.27;2429.39
2527.09;2440.35
2529.99;2437.92
2542.54;2432.46
2540.13;2433.15
2533.53;2453.46
2519.57;2437.03
2524.82;2435.61
2532.52;2434.5
2538.04;2438.3
2541.88;2439.07
2552.02;2419.38
2551.65;2440.69
2539.83;2419.7
2532.13;2423.41
2538.01;2429.01
2529.43;2432.54
2527.37;2409.75
2531.45;2425.18
2523.4;2427.43
2533.99;2425.53
2536.88;2443.25
2548.88;2447.83
2544.85;2459.27
2544.25;2459.14
2542.43;2460.61
2551.04;2473.83
2557.84;2473.45
2548.37;2472.54
2557.14;2469.91
2566.99;2477.13
2569.41;2477.83
2576.94;2475.42
2582.87;2472.1
2570.69;2470.3
2570.08;2476.35
2587.25;2477.57
2583.85;2472.16
2579.58;2476.83
2576.01;2480.91
2574.17;2474.92
2576.2;2474.02
2585.98;2438.21
2571.19;2441.32
2562.22;2465.84
2553.14;2464.61
2537.87;2468.11
2545.28;2430.01
2558.07;2425.55
2541.89;2428.37
2555.22;2452.51
2545.58;2444.04
2553.08;2438.97
2539.83;2443.05
2533.57;2444.24
2542.41;2446.3
2549.2;2457.59
2543.02;2471.65
2545.72;2476.55
2557.54;2457.85
2558.44;2465.54
2552.32;2465.1
2563.52;2461.43
2554.1;2488.11
2562.57;2496.48
2565.82;2498.37
2572.93;2495.62
2580.56;2500.23
2589.76;2503.87
2593.9;2506.65
2611.96;2508.24
2613.73;2500.6
2620.52;2502.22
2618.73;2496.66
2626.45;2496.84
2626.05;2507.04
2615.34;2510.06
2628.97;2519.36
2626.06;2529.12
2633.43;2534.58
2639.4;2537.74
2637.98;2552.07
2654.46;2549.33
2649.65;2544.73
2665.44;2550.64
2681.06;2555.24
2689.82;2550.93
2693.64;2553.17
2688.51;2557.64
2685.03;2559.36
2688.75;2561.26
2689.91;2562.1
2680.75;2575.21
2684.33;2564.98
2684.49;2569.13
2696.19;2557.15
2707.09;2560.4
2704.9;2581.07
2701.01;2572.83
2699.92;2575.26
2699.45;2579.36
2695.42;2579.85
2693.07;2587.84
2692.34;2591.13
2687.79;2590.64
2689.29;2594.38
2703.74;2584.62
2719.35;2582.3
2719.71;2584.84
2705.86;2578.87
2698.98;2564.62
2693.24;2585.64
2692.95;2578.85
2687.41;2582.14
2697.7;2599.03
2693.73;2597.08
2697.32;2602.42
2698.03;2601.42
2707.19;2627.04
2716.49;2626.07
2721.46;2647.58
2734.44;2642.22
2737.8;2639.44
2746.66;2629.57
2746.74;2629.27
2757.66;2636.98
2775.45;2651.5
2771.97;2659.99
2767.46;2664.11
2770.81;2662.85
2777.17;2652.01
2776.86;2675.81
2792.88;2690.16
2790.4;2681.47
2799.56;2679.25
2803.78;2684.57
2807.27;2683.34
2816.32;2680.5
2820.45;2682.62
2821.0;2687.54
2810.76;2673.61
2816.72;2695.81
2817.3;2713.06
2812.51;2723.99
2828.7;2743.15
2833.95;2747.71
2833.45;2751.29
2853.35;2748.23
2867.1;2767.56
2869.26;2786.24
2880.99;2776.42
2888.47;2802.56
2886.48;2798.03
2905.21;2810.3
2911.97;2832.97
2927.11;2839.13
2931.22;2837.54
2936.6;2839.25
2947.02;2872.87
2956.22;2853.53
2973.99;2822.43
2981.18;2823.81
2983.94;2821.98
2974.42;2762.13
2974.1;2648.94
2957.0;2695.14
2911.98;2681.66
2895.08;2581.0
2876.12;2619.55
2843.24;2656.0
2805.5;2662.94
2802.09;2698.63
2796.98;2731.2
2800.28;2732.22
2812.46;2716.26
2809.52;2701.33
2815.28;2703.96
2819.19;2747.3
2812.88;2779.6
2809.55;2744.28
2829.44;2713.83
2820.73;2677.67
2818.16;2691.25
2808.45;2720.94
2808.87;2728.12
2808.72;2726.8
2803.96;2738.97
2806.06;2786.57
2804.33;2783.02
2826.83;2765.31
2835.2;2749.48
2839.17;2747.33
2845.95;2752.01
2829.16;2712.92
2861.44;2716.94
2857.08;2711.93
2833.57;2643.69
2819.44;2588.26
2808.68;2658.55
2792.63;2612.62
2759.43;2605.0
2765.5;2640.87
2764.93;2581.88
2737.34;2614.45
2726.09;2644.69
2716.09;2662.84
2721.71;2604.47
2734.06;2613.16
2717.09;2656.87
2721.09;2642.19
2734.53;2663.99
2725.22;2656.3
2741.9;2677.84
2760.56;2706.39
2760.08;2708.64
2755.47;2693.13
2784.01;2670.14
2782.93;2670.29
2778.59;2634.56
2784.14;2639.4
2780.58;2666.94
2772.67;2669.91
2759.12;2648.05
2766.35;2654.8
2768.45;2635.67
2748.95;2629.73
2726.06;2663.42
2739.42;2672.63
2762.13;2671.92
2760.79;2697.79
2749.58;2723.07
2777.12;2727.72
2792.48;2730.13
2787.6;2711.45
2832.74;2722.46
2845.09;2720.13
2819.86;2712.97
2832.59;2733.01
2831.04;2724.44
2830.02;2733.29
2838.64;2727.76
2848.39;2721.33
2861.47;2689.86
2859.47;2724.01
2843.64;2705.27
2852.04;2734.62
2886.9;2746.87
2876.73;2748.8
2881.83;2772.35
2907.98;2770.37
2896.14;2779.03
2887.28;2782.0
2900.94;2786.85
2925.29;2775.63
2929.32;2782.49
2917.47;2779.66
2923.86;2773.75
2909.04;2762.59
2893.12;2767.32
2898.27;2749.76
2904.03;2754.88
2899.37;2717.07
2876.22;2723.06
2888.87;2699.63
2892.71;2716.31
2847.45;2718.37
2846.6;2726.71
2832.19;2713.22
2830.84;2736.61
2811.46;2759.82
2842.32;2784.17
2852.23;2793.84
2851.2;2774.02
2852.21;2798.29
2873.03;2801.31
2905.52;2798.43
2914.01;2809.55
2914.89;2815.62
2903.98;2804.49
2923.61;2801.83
2913.69;2806.98
2934.26;2820.4
2951.48;2846.07
2925.43;2837.44
2944.19;2818.82
2952.04;2802.6
2961.44;2816.29
2951.16;2813.36
2966.47;2827.22
2993.54;2840.35
2984.46;2850.4
2997.09;2858.45
3015.64;2857.7
2997.48;2853.58
2982.39;2833.28
3002.03;2821.93
3004.03;2839.96
2986.25;2818.37
3002.61;2840.69
2985.92;2850.13
2974.37;2857.05
2993.94;2862.96
2998.69;2861.82
3008.33;2856.98
3007.63;2874.69
3005.32;2896.74
3026.3;2897.52
3031.86;2914.04
3032.87;2901.13
3026.01;2901.52
3033.4;2896.72
3051.62;2888.6
3033.5;2878.05
3027.72;2871.68
3036.2;2877.13
3022.14;2887.89
2994.26;2888.92
3011.58;2904.18
3017.59;2904.98
3011.23;2888.8
3016.12;2904.31
3031.91;2907.95
3029.48;2930.75
3028.5;2929.67
3054.3;2919.37
3030.84;2915.56
3017.62;2905.97
3030.92;2914.0
3053.99;2913.98
3041.21;2924.59
3036.64;2923.43
3044.25;2925.51
3063.26;2901.61
3062.01;2885.57
3059.69;2884.43
3046.24;2880.34
3048.29;2785.68
3035.96;2728.37
3011.58;2767.13
2990.43;2750.79
2972.05;2809.92
2941.64;2809.21
2921.88;2768.78
2937.64;2767.78
2923.0;2755.88
2901.74;2740.69
2905.44;2656.1
2867.94;2705.57
2839.88;2658.69
2853.61;2641.25
2842.96;2682.63
2802.82;2711.74
2774.04;2740.37
2778.17;2723.06
2776.15;2738.31
2766.36;2755.45
2778.79;2813.89
2770.68;2806.83
2803.47;2781.01
2791.23;2726.22
2789.83;2722.18
2814.64;2701.58
2804.66;2730.2
2781.28;2736.27
2788.71;2690.73
2798.86;2641.89
2788.37;2649.93
2779.21;2632.56
2760.98;2673.45
2750.37;2682.17
2733.61;2743.79
2756.82;2737.8
2774.15;2760.17
2776.52;2790.37
2813.69;2700.06
2842.54;2695.95
2830.74;2633.08
2809.35;2637.72
2817.02;2636.78
2802.54;2651.07
2773.89;2650.54
2778.03;2599.95
2767.77;2545.94
2766.43;2546.16
2739.23;2506.96
2721.97;2467.42
2719.72;2416.62
2670.51;2351.1
2599.4;2467.7
2573.74;2488.83
2564.22;2485.74
2550.28;2506.85
2548.21;2510.03
2529.73;2447.89
2525.73;2531.94
2528.5;2549.69
2537.81;2574.41
2531.06;2584.96
2545.06;2596.64
2533.26;2596.26
2556.55;2582.61
2584.88;2610.3
2573.64;2616.1
2618.68;2635.96
2660.82;2670.71
2659.46;2632.9
2679.85;2638.7
2672.94;2642.33
2677.16;2664.76
2673.02;2643.85
2727.53;2640.0
2739.37;2681.05
2745.18;2704.1
2767.13;2706.53
2793.15;2724.87
2806.83;2737.7
2807.69;2731.61
2832.83;2706.05
2842.46;2707.88
2855.36;2709.8
2861.39;2744.73
2893.71;2753.03
2903.44;2745.73
2896.26;2775.6
2919.32;2779.76
2937.32;2784.7
2975.59;2774.88
2943.77;2792.67
2970.04;2796.11
2937.24;2793.9
2950.28;2792.38
2972.95;2784.49
2992.51;2803.69
3013.34;2792.81
2988.29;2789.65
2979.75;2771.45
2986.72;2748.93
2955.08;2743.07
2944.78;2783.3
2941.77;2791.52
2922.69;2810.92
2915.08;2808.48
2927.12;2822.48
2924.62;2832.94
2945.62;2832.57
2952.7;2824.23
2947.14;2854.88
2953.72;2800.71
2951.14;2798.36
2960.36;2818.46
2952.72;2805.37
2944.44;2815.44
2940.88;2834.4
2928.28;2867.19
2966.04;2867.24
2952.16;2873.4
2941.37;2879.39
2953.94;2892.74
2979.26;2895.77
2991.26;2878.2
3052.45;2888.21
3069.1;2888.32
3045.36;2907.41
3037.33;2905.58
3068.08;2907.06
3072.75;2900.45
3081.37;2905.03
3078.57;2907.97
3064.1;2933.68
3055.79;2927.25
3088.08;2926.17
3106.07;2939.88
3098.91;2943.03
3120.42;2945.83
3103.9;2923.73
3113.19;2917.52
3114.48;2945.64
3082.31;2932.47
3071.07;2884.05
3060.24;2879.42
3056.46;2870.72
3024.94;2881.4
3043.23;2811.87
3043.54;2834.41
3015.78;2850.96
2995.22;2876.32
3013.92;2859.53
2975.57;2840.23
2977.75;2864.36
2980.01;2856.27
2971.83;2822.24
2951.28;2826.06
2947.19;2802.39
2931.84;2783.02
2898.28;2788.86
2885.33;2752.06
2860.88;2744.45
2856.91;2803.27
2845.49;2826.15
2868.42;2843.49
2884.01;2873.34
2918.66;2886.73
2933.18;2885.72
2924.73;2879.84
2939.9;2891.64
2940.66;2886.98
2958.92;2889.67
2978.87;2917.75
3003.71;2926.46
3007.73;2954.18
3002.89;2950.46
3005.86;2945.35
3047.44;2917.38
3061.86;2913.78
3064.77;2924.92
3064.93;2941.76
3034.89;2964.33
3046.88;2973.01
3094.95;2995.82
3070.3;2990.41
3090.24;2975.95
3126.02;2979.63
3118.19;2993.07
3143.77;2999.91
3153.22;3013.77
3147.53;3014.3
3134.72;3004.04
3126.37;2984.42
3121.41;2995.11
3128.42;2976.61
3159.18;2985.03
3144.3;3005.47
3132.65;3019.56
3114.38;3003.67
3135.31;3025.86
3110.31;3020.97
3117.37;3013.18
3102.33;2980.38
3104.65;2953.56
3114.93;2932.05
3101.82;2844.74
3080.45;2881.77
3014.95;2883.98
2990.7;2938.09
2961.28;2918.65
2960.86;2882.7
2955.84;2926.32
2983.13;2840.6
2983.22;2847.6
2964.96;2888.68
2966.14;2923.65
2957.95;2900.51
2977.67;2924.43
2961.78;2922.95
2963.84;2847.11
2963.99;2878.38
2938.84;2869.16
2952.38;2887.94
2937.35;2924.58
2940.36;2926.46
2980.06;2906.27
2985.23;2937.78
2989.92;2976.0
2980.19;2978.71
3004.72;2978.43
3021.23;2979.39
3021.55;3000.93
3039.05;3009.57
3066.94;3007.39
3070.05;2997.96
3086.11;3005.7
3080.78;3006.73
3116.06;3006.79
3142.44;2992.07
3121.03;2991.78
3140.76;2966.6
3121.86;2984.87
3094.82;2977.62
3100.6;2961.79
3105.77;2976.74
3086.74;2940.25
3053.01;2887.61
3059.17;2910.63
3038.46;2952.01
3026.3;2938.79
3050.52;2893.06
3078.17;2919.4
3024.22;2938.13
3022.99;2970.27
3025.4;2966.15
3036.89;2995.68
3054.08;2989.69
3058.39;2997.95
3059.71;2986.2
3095.39;3006.72
3078.04;2995.99
3061.23;3004.52
3060.13;3010.29
3072.12;3022.55
3045.57;3039.42
3082.67;3036.89
3113.32;3046.77
3115.86;3037.56
3126.32;3066.91
3172.86;3078.27
3168.54;3074.62
3195.86;3076.78
3184.15;3085.18
3200.95;3093.08
3189.6;3087.01
3179.7;3091.84
3204.19;3094.04
3237.28;3096.63
3256.11;3120.46
3226.68;3122.03
3253.31;3120.18
3262.89;3108.46
3247.39;3103.54
3285.48;3110.29
3287.89;3133.64
3312.83;3140.52
3324.39;3153.63
3323.47;3140.98
3307.34;3113.87
3344.8;3093.2
3315.22;3112.76
3315.46;3117.43
3331.19;3145.91
3303.55;3135.96
3319.14;3132.52
3313.81;3141.63
3283.57;3168.57
3279.21;3168.8
3295.26;3191.45
3326.16;3192.52
3320.04;3191.14
3320.0;3205.37
3321.19;3221.22
3304.21;3224.01
3323.1;3223.38
3313.44;3239.91
3321.94;3240.02
3317.43;3221.29
3318.76;3230.78
3329.72;3257.85
3323.48;3234.85
3341.05;3246.28
3335.02;3237.18
3348.64;3253.05
3357.74;3274.7
3363.53;3265.35
3360.2;3288.13
3379.23;3283.15
3401.15;3289.29
3415.23;3316.81
3438.93;3329.62
3433.83;3320.79
3423.3;3321.75
3438.41;3325.54
3464.68;3295.47
3485.01;3243.63
3467.91;3276.24
3471.06;3273.4
3472.43;3283.66
3476.39;3225.52
3472.35;3248.92
3456.5;3297.59
3439.61;3334.69
3444.92;3345.78
3456.87;3327.71
3464.54;3352.09
3468.94;3357.75
3464.25;3379.45
3481.89;3373.94
3477.32;3380.16
3487.98;3370.29
3506.41;3386.15
3496.29;3373.23
3487.65;3337.75
3477.91;3225.89
3474.12;3128.21
3453.21;3116.39
3407.55;2978.76
3334.22;2954.22
3283.98;3090.23
3199.5;3003.37
3144.12;3130.12
3128.58;3023.94
3128.88;2972.37
3102.74;2746.56
3068.13;2882.23
2991.01;2741.38
2974.07;2480.64
2921.71;2711.02
2816.36;2386.13
2737.79;2529.19
2642.99;2398.1
2561.27;2409.39
2453.12;2304.92
2430.48;2237.4
2317.83;2447.33
2297.94;2475.56
2285.61;2630.07
2266.63;2541.47
2293.83;2626.65
2293.94;2584.59
2322.08;2470.5
2399.67;2526.9
2388.94;2488.65
2406.74;2663.68
2394.06;2659.41
2411.16;2749.98
2449.61;2789.82
2484.48;2761.63
2517.46;2846.06
2544.45;2783.36
2623.7;2799.55
2724.92;2874.56
2750.87;2823.16
2833.54;2736.56
2851.19;2799.31
2812.86;2797.8
2833.34;2836.74
2850.73;2878.48
2929.39;2863.39
2887.69;2939.51
2988.33;2912.43
3030.3;2830.71
3065.27;2842.74
3128.78;2868.44
3056.39;2848.42
3136.65;2881.19
3111.91;2929.8
3108.49;2930.19
3126.36;2870.12
3149.82;2820.0
3133.64;2852.5
3117.49;2863.7
3147.53;2953.91
3079.06;2922.94
3111.52;2971.61
3128.52;2948.51
3124.63;2955.45
3119.42;2991.77
3142.56;3036.13
3123.07;3029.73
3202.64;3044.31
3209.8;3055.73
3191.52;3080.82
3183.22;3122.87
3153.35;3112.35
3157.82;3193.93
3138.43;3232.39
3220.17;3207.18
3211.37;3190.14
3244.98;3002.1
3309.15;3041.31
3192.53;3066.59
3229.55;3124.74
3225.45;3113.49
3237.23;3115.34
3166.33;3097.74
3242.18;3117.86
3209.5;3131.29
3218.08;3050.33
3326.62;3083.76
3269.5;3009.05
3341.52;3053.24
3232.1;3100.29
3232.32;3115.86
3222.31;3130.01
3265.98;3179.72
3292.98;3145.32
3290.09;3169.94
3367.76;3152.05
3304.54;3185.04
3363.46;3155.22
3329.17;3197.52
3342.12;3226.56
3348.16;3215.57
3302.29;3224.73
3359.89;3251.84
3328.9;3257.3
3391.17;3276.02
3408.94;3235.66
3393.68;3215.63
3381.64;3239.41
3349.03;3218.44
3367.34;3258.44
3314.33;3246.22
3296.11;3271.12
3331.17;3294.61
3301.76;3306.51
3371.04;3327.77
3401.21;3349.16
3435.37;3351.28
3391.17;3360.47
3392.02;3333.69
3394.53;3380.35
3400.13;3373.43
3453.69;3372.85
3409.61;3381.99
3469.59;3389.78
3474.61;3374.85
3557.9;3385.51
3523.66;3397.16
3570.75;3431.28
3596.26;3443.62
3561.46;3478.73
3571.94;3484.55
3554.04;3508.01
3564.37;3500.31
3594.47;3526.65
3656.77;3580.84
3718.89;3455.06
3702.71;3426.96
3686.36;3331.84
3644.95;3398.96
3596.3;3339.19
3619.57;3340.97
3640.9;3383.54
3608.44;3401.2
3603.77;3385.49
3601.26;3357.01
3516.32;3319.47
3496.23;3281.06
3437.71;3315.57
3412.07;3236.92
3422.15;3246.59
3382.34;3298.46
3377.57;3351.6
3378.36;3335.47
3363.0;3363.0
3351.59;3380.8
3400.47;3348.42
3377.85;3408.6
3403.8;3360.97
3335.47;3419.44
3315.66;3446.83
3316.79;3477.14
